xmlversion, qaversion, bnf_version, object_id, app_version, timestamp, policy_name, state, user_agent_os, user_agent_browser, user_agent_version, user_agent_language, user_type, type, user_id, url
"031114", "Nov2014v1", "kevinV1", "5581ba039b16d52a5411dff8", "0.1.1", "1434565123.49", "None", "None", "windows", "chrome", "43.0.2357.124", "None", "logged out", "http", "None", "http://policyserver.nist.gov:5000/signup"
"031114", "Nov2014v1", "kevinV1", "5581ba139b16d52a5411dffa", "0.1.1", "1434565139.0", "None", "None", "windows", "chrome", "43.0.2357.124", "None", "participant", "signup", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/signup"
"031114", "Nov2014v1", "kevinV1", "5581ba139b16d52a5411dffb", "0.1.1", "1434565139.01", "None", "None", "windows", "chrome", "43.0.2357.124", "None", "participant", "http", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/"
"031114", "Nov2014v1", "kevinV1", "5581ba139b16d52a5411dffc", "0.1.1", "1434565139.17", "None", "None", "windows", "chrome", "43.0.2357.124", "None", "participant", "http", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/demosurvey"
"031114", "Nov2014v1", "kevinV1", "5581ba169b16d52a5411dffe", "0.1.1", "1434565142.63", "demosurvey", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "demosurvey response", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/demosurvey", "question:d.1", "response:d.1.B"
"031114", "Nov2014v1", "kevinV1", "5581ba189b16d52a5411dfff", "0.1.1", "1434565144.33", "demosurvey", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "demosurvey response", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/demosurvey", "question:d.2", "response:d.2.B"
"031114", "Nov2014v1", "kevinV1", "5581ba1a9b16d52a5411e000", "0.1.1", "1434565146.67", "demosurvey", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "demosurvey response", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/demosurvey", "question:d.3", "response:d.3.B"
"031114", "Nov2014v1", "kevinV1", "5581ba469b16d52a5411e001", "0.1.1", "1434565191.0", "demosurvey", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "demosurvey response", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/demosurvey", "question:d.4", "response:catchall job title"
"031114", "Nov2014v1", "kevinV1", "5581ba479b16d52a5411e005", "0.1.1", "1434565191.26", "None", "None", "windows", "chrome", "43.0.2357.124", "None", "participant", "http", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/policies"
"031114", "Nov2014v1", "kevinV1", "5581ba4d9b16d52a5411e006", "0.1.1", "1434565197.63", "None", "None", "windows", "chrome", "43.0.2357.124", "None", "participant", "http", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/policy/TD Bank Policy"
"031114", "Nov2014v1", "kevinV1", "5581ba4d9b16d52a5411e007", "0.1.1", "1434565197.7", "TD Bank Policy", "new", "windows", "chrome", "43.0.2357.124", "None", "participant", "http", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/policy/TD Bank Policy/Page 1.1 title"
"031114", "Nov2014v1", "kevinV1", "5581ba759b16d52a5411e008", "0.1.1", "1434565237.24", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "response", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/questionnaire", "question:q.1.1", "response:q.1.1.A"
"031114", "Nov2014v1", "kevinV1", "5581ba759b16d52a5411e009", "0.1.1", "1434565237.24", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "bnf", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/questionnaire", "new:[u'BNF for option q.1.1.A']", "old:[]"
"031114", "Nov2014v1", "kevinV1", "5581ba759b16d52a5411e00a", "0.1.1", "1434565237.3", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "http", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/policy/TD Bank Policy/Page 1.1 title"
"031114", "Nov2014v1", "kevinV1", "5581ba779b16d52a5411e00b", "0.1.1", "1434565239.49", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "response", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/questionnaire", "question:q.1.1", "response:q.1.1.C"
"031114", "Nov2014v1", "kevinV1", "5581ba779b16d52a5411e00c", "0.1.1", "1434565239.49", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "bnf", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/questionnaire", "new:[u'BNF for option q.1.1.C']", "old:[u'BNF for option q.1.1.A']"
"031114", "Nov2014v1", "kevinV1", "5581ba779b16d52a5411e00d", "0.1.1", "1434565239.55", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "http", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/policy/TD Bank Policy/Page 1.1 title"
"031114", "Nov2014v1", "kevinV1", "5581ba869b16d52a5411e00e", "0.1.1", "1434565254.1", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "response", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/questionnaire", "question:q.1.1clone1", "response:q.1.1.Cclone1"
"031114", "Nov2014v1", "kevinV1", "5581ba869b16d52a5411e00f", "0.1.1", "1434565254.11", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "bnf", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/questionnaire", "new:[u'BNF for option q.1.1.C', u'BNF for option q.1.1.C']", "old:[u'BNF for option q.1.1.C']"
"031114", "Nov2014v1", "kevinV1", "5581ba869b16d52a5411e010", "0.1.1", "1434565254.16", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "http", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/policy/TD Bank Policy/Page 1.1 title"
"031114", "Nov2014v1", "kevinV1", "5581ba899b16d52a5411e011", "0.1.1", "1434565257.91", "TD Bank Policy", "draft", "windows", "chrome", "43.0.2357.124", "None", "participant", "response", "c958c1f095700ae747687fcb38069f2496dd77b1daabb301eca96ac319e7db3992b14babb8f780784d633d09de988b4f77d7e8a89505db3bf243add6e4025dcc", "http://policyserver.nist.gov:5000/api/questionnaire", "question:q.1.1clone2", "response:q.1.1.Aclone2"
